HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.video_url_1,Input.video_url_2,Input.video_url_3,Input.video_url_4,Input.video_url_5,Answer.tag3,Answer.vid1tag1,Answer.vid1tag2,Answer.vid1tag3,Answer.vid2tag1,Answer.vid2tag2,Answer.vid2tag3,Answer.vid3tag1,Answer.vid3tag2,Answer.vid3tag3,Answer.vid4tag1,Answer.vid4tag2,Answer.vid4tag3,Answer.vid5tag1,Answer.vid5tag2,Answer.vid5tag3,Approve,Reject
3G9UA71JVVSO8MLWW90CFYE48127JA,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:25 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:45:16 PDT 2018,,,3C5W7UE9CGOAATU17LM4E9FUHU7XMI,A1BCQU4CUONYIX,Approved,Sun Apr 15 09:47:58 PDT 2018,Sun Apr 15 10:02:55 PDT 2018,Tue Apr 17 10:02:55 PDT 2018,2018-04-17 17:03:48 UTC,,,897,100% (928/932),100% (15/15),100% (15/15),https://www.youtube.com/watch?v=btu1hCc5F_U,https://www.youtube.com/watch?v=dKj4PDldebc,https://www.youtube.com/watch?v=9grrfloJCgc,https://www.youtube.com/watch?v=5Jfn-U6EGzU,https://www.youtube.com/watch?v=uAgxZ-l5pY8,no,3,the last women talked and smiled,1:30,3,a big large black bear walked in,1:12,3,the game stood on top of the desk,0.54,1,N/A,N/A,3,the two walked off together,0.37,,
3ZXNP4Z39RJU3C9WZUCPVDRWCQ77LC,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:25 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:45:22 PDT 2018,,,32AT8R96GM7LRKDBMD736BFWF1DUS4,A1KK28XXMM8KEL,Approved,Sun Apr 15 11:03:24 PDT 2018,Sun Apr 15 11:18:43 PDT 2018,Tue Apr 17 11:18:43 PDT 2018,2018-04-17 18:18:48 UTC,,,919,50% (1/2),50% (1/2),50% (1/2),https://www.youtube.com/watch?v=bzoE5dlxH2s,https://www.youtube.com/watch?v=wKY4Qe1DjI0,https://www.youtube.com/watch?v=nZH6YKmtQV8,https://www.youtube.com/watch?v=YV8zGNe7Ebg,https://www.youtube.com/watch?v=yA8b6286wMY,N/A,3,Guy begins to speak to employee at desk again.,0:23,1,N/A,N/A,3,Children sitting at a table trading Pokemon cards happily then BK slogan is shown to end.,0:23,3,A soda can with the word tango is balancing atop a bald man's head where Tango slogan is written also.,0:21,1,N/A,N/A,,
3ZXNP4Z39RJU3C9WZUCPVDRWCQ77LC,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:25 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:45:22 PDT 2018,,,3DUZQ9U6SNML4Z2BR3H82XHFT81SV6,AXE0P7KYOCPR7,Approved,Sun Apr 15 17:19:41 PDT 2018,Sun Apr 15 17:24:47 PDT 2018,Tue Apr 17 17:24:47 PDT 2018,2018-04-18 00:24:50 UTC,,,306,100% (45/45),100% (31/31),100% (31/31),https://www.youtube.com/watch?v=bzoE5dlxH2s,https://www.youtube.com/watch?v=wKY4Qe1DjI0,https://www.youtube.com/watch?v=nZH6YKmtQV8,https://www.youtube.com/watch?v=YV8zGNe7Ebg,https://www.youtube.com/watch?v=yA8b6286wMY,No.,3,"The man rushes back to the counter, cutting in front of another man, to suggest another potential license plate",0:21,1,N/A,N/A,3,Children are shown trading Pokemon toys and cards,0:15,3,The slapped man looks around in shock and the video cuts to a can of soda on a bald head,0:19,1,N/A,N/A,,
3U18MJKL1UKQ3T7D2O0FORNZIWYCNC,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:25 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 19 12:38:56 PDT 2018,,,33C7UALJVMWNZ3746RREEIAYTC318B,A17G3ELH11DM2M,Approved,Mon Apr 16 06:02:42 PDT 2018,Mon Apr 16 06:08:26 PDT 2018,Wed Apr 18 06:08:26 PDT 2018,2018-04-18 13:08:48 UTC,,,344,100% (17/17),100% (17/17),100% (17/17),https://www.youtube.com/watch?v=CDuxXjaJwbI,https://www.youtube.com/watch?v=4Zv9vRz4QYM,https://www.youtube.com/watch?v=oeYKFRV34kY,https://www.youtube.com/watch?v=Kx48dmDB28U,https://www.youtube.com/watch?v=JOJ01KXTw-A,N/A,3,two guys kiss while woman watches,0:28,2,an animated creatures uses its cellphone,N/A,2,an image of hillary clinton appears,N/A,3,a couple is sleeping in their bed,0:07,3,a boy looks at a trophy case,0:50,,
3U18MJKL1UKQ3T7D2O0FORNZIWYCNC,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:25 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 19 12:38:56 PDT 2018,,,3F1567XTNX3BUCAVWYN7FFDHL3EQ93,AXE0P7KYOCPR7,Approved,Wed Apr 18 17:04:29 PDT 2018,Wed Apr 18 17:15:17 PDT 2018,Fri Apr 20 17:15:17 PDT 2018,2018-04-21 00:15:48 UTC,,,648,100% (45/45),100% (31/31),100% (31/31),https://www.youtube.com/watch?v=CDuxXjaJwbI,https://www.youtube.com/watch?v=4Zv9vRz4QYM,https://www.youtube.com/watch?v=oeYKFRV34kY,https://www.youtube.com/watch?v=Kx48dmDB28U,https://www.youtube.com/watch?v=JOJ01KXTw-A,No,3,The woman smiles and walks off as the man kisses his boyfriend,0:25,3,The bird laughs and takes out his phone to email his friends,0:12,3,The man says that he's voting against his party to prevent them from making a terrible mistake,0:12,3,A dog jumps up to sleep at the foot of the bed of the peaceful couple,0:05,3,"A boy stares at a display case of trophies, then runs off",0:45,,
3U18MJKL1UKQ3T7D2O0FORNZIWYCNC,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:25 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 19 12:38:56 PDT 2018,,,3OS46CRSLGXGH14EKQE51SLNCT6V6A,A1M82YWDR8IVSA,Approved,Wed Apr 18 05:41:48 PDT 2018,Wed Apr 18 05:57:34 PDT 2018,Fri Apr 20 05:57:34 PDT 2018,2018-04-20 12:57:48 UTC,,,946,100% (4/4),100% (4/4),100% (4/4),https://www.youtube.com/watch?v=CDuxXjaJwbI,https://www.youtube.com/watch?v=4Zv9vRz4QYM,https://www.youtube.com/watch?v=oeYKFRV34kY,https://www.youtube.com/watch?v=Kx48dmDB28U,https://www.youtube.com/watch?v=JOJ01KXTw-A,none thanks,3,"The logo of the store appears and the woman smiles, seeing the men",0:22 to 0:30,3,"take the chicken that was mocked, and the one that arrives, does the same, then the logo appears",0:21 to 0:26,3,"the Republican says he will have to vote against, then Hilary appears approving the video",0:50 to 0:57,3,"Theravent logo appears, after narrating the experience",0:00 to 0:10,3,the child leaves and the logo appears,0:50 to 0:55,,
3U18MJKL1UKQ3T7D2O0FORNZIWYCNC,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:25 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 19 12:38:56 PDT 2018,,,3Z7EFSHGNACX17IAUWSQBDAINHBXCA,A2CA9R4T9ZFWVP,Approved,Sun Apr 15 23:51:58 PDT 2018,Mon Apr 16 00:14:50 PDT 2018,Wed Apr 18 00:14:50 PDT 2018,2018-04-18 07:15:48 UTC,,,1372,100% (2/2),100% (2/2),100% (2/2),https://www.youtube.com/watch?v=CDuxXjaJwbI,https://www.youtube.com/watch?v=4Zv9vRz4QYM,https://www.youtube.com/watch?v=oeYKFRV34kY,https://www.youtube.com/watch?v=Kx48dmDB28U,https://www.youtube.com/watch?v=JOJ01KXTw-A,I am not sure if I did this correctly or not. It was my first time. Please let me know if not because I would really like to do these correctly. Thank you for this opportunity !!,3,Two handsome guys meet and start kissing really hot !,0:28,3,The little yellow tennis ball emails his buddies about the other tennis ball and they all have a big laugh. They sound like minions.,00:13  (to-19),3,The Republican confesses that he is going to have to vote against Donald Trump (Republican) on November 8th in Cleveland.,0:53,3,A freight train comes shooting right through there bedroom wall. Husband is snoring like a freight train through it all.,0:07,3,"The question Who will you be presents itself on the screen just after a bunch of intense sports moments, as a kid is looking into Dicks sporting goods store window.",0:50,,
3W3RSPVVGSPW1NLSC250555GK14UL1,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:21 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:44:22 PDT 2018,,,3QUO65DNQVM6TSLIFWQUM65VJKUOU2,A1CF6U3GF7DZEJ,Approved,Tue Apr 17 11:28:48 PDT 2018,Tue Apr 17 11:33:43 PDT 2018,Thu Apr 19 11:33:43 PDT 2018,2018-04-19 18:33:48 UTC,,,295,99% (2166/2178),100% (30/30),100% (30/30),https://www.youtube.com/watch?v=CupTwyj3JrI,https://www.youtube.com/watch?v=6i-nMWgBUp0,https://www.youtube.com/watch?v=C7WeZbRbxwg,https://www.youtube.com/watch?v=bQ3nBSTpq4M,https://www.youtube.com/watch?v=NpwdcmjBgNA,no,1,N/A,N/A,3,The robot stands guard in the child's room at night.,0:23,2,The actor thanks the viewers for their support.,N/A,1,N/A,N/A,3,The bear meets a man opposing him.,0:24,,
3W31J70BASUPVNMA5B8ZWZ6VO1TCK7,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:23 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:45:03 PDT 2018,,,3ZSY5X72NY9ED0T1B2VPHVIBBD8RO2,A1BCQU4CUONYIX,Approved,Sun Apr 15 11:54:07 PDT 2018,Sun Apr 15 12:05:11 PDT 2018,Tue Apr 17 12:05:11 PDT 2018,2018-04-17 19:05:48 UTC,,,664,100% (928/932),100% (15/15),100% (15/15),https://www.youtube.com/watch?v=d4m2LDCuADg,https://www.youtube.com/watch?v=HpoEk8nlUyA,https://www.youtube.com/watch?v=U7d1GJf2QJI,https://www.youtube.com/watch?v=B0YOlACRlJM,https://www.youtube.com/watch?v=19EW551nCS4,no,3,friend rode together down the street,0:25,3,the case with the coin was set on the desk,0:16,1,n/a,n/a,3,the athlete was drinking the swindle,0:42,3,the little girl was screaming at the toys,0:21,,
32FESTC2NHO3YJRMZPC12MFTQSQUCL,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:18 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:43:43 PDT 2018,,,339ANSOTR60IUA53NN9NWM0B5EDIK8,A2EELTS09HUTSF,Approved,Mon Apr 16 07:40:27 PDT 2018,Mon Apr 16 07:52:07 PDT 2018,Wed Apr 18 07:52:07 PDT 2018,2018-04-18 14:52:48 UTC,,,700,100% (300/300),100% (1/1),100% (1/1),https://www.youtube.com/watch?v=dNjIpip6e3A,https://www.youtube.com/watch?v=B-XHdkCsc5U,https://www.youtube.com/watch?v=-wXjs6DXoeY,https://www.youtube.com/watch?v=QXAYIYdvnys,https://www.youtube.com/watch?v=hFYCjZvv8y4,Not sure if I did my first one correctly,3,The man poses outside of the car.,0:22,2,The Hp symbols flags on the elavator scene.,0:54,3,Ryan Renolds holds his hands on his hips.,1:17,3,Kula resolving Suzie bar banner,0:12,3,The couple reclines and horseplay from there couch.,0:39,,
32FESTC2NHO3YJRMZPC12MFTQSQUCL,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:18 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:43:43 PDT 2018,,,3KAKFY4PGV0CYCXW2HHOF0J9TQ1I32,A27C4HFS0EZHW8,Approved,Sun Apr 15 15:23:50 PDT 2018,Sun Apr 15 15:32:23 PDT 2018,Tue Apr 17 15:32:23 PDT 2018,2018-04-17 22:32:48 UTC,,,513,100% (2/2),100% (2/2),100% (2/2),https://www.youtube.com/watch?v=dNjIpip6e3A,https://www.youtube.com/watch?v=B-XHdkCsc5U,https://www.youtube.com/watch?v=-wXjs6DXoeY,https://www.youtube.com/watch?v=QXAYIYdvnys,https://www.youtube.com/watch?v=hFYCjZvv8y4,None,3,There is a photo of the car with social media button links with an overlay of another video from this channel.,0:12,2,It shows the HP logo with the elevator as the background,0:00,3,Fades out to a black screen,0:55,2,Shows sushi bar logo and website,0:00,3,Shows product with the slogan and logo,0:38,,
3GVPRXWRPHSSDB1QERFC3XZ4VMD7IY,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:24 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:45:11 PDT 2018,,,3U5NZHP4LS0J96RZUXWASRLVZI1HPQ,A3NKS7CVEJVTQ6,Approved,Tue Apr 17 22:52:22 PDT 2018,Tue Apr 17 23:00:54 PDT 2018,Thu Apr 19 23:00:54 PDT 2018,2018-04-20 06:01:48 UTC,,,512,100% (3/3),100% (2/2),100% (2/2),https://www.youtube.com/watch?v=DsjRBYJTGtw,https://www.youtube.com/watch?v=R7JBDzuHVb4,https://www.youtube.com/watch?v=Y3qYT60DSKQ,https://www.youtube.com/watch?v=wZMZdQzoQgo,https://www.youtube.com/watch?v=yYciCBZXg70,Fun study!,3,"Shows product, brand, and slogan",0:21,3,Shows BMW Logo and slogan,1:22,3,Shows brand / logo in chocolate effect,0:22,3,shows link to website,0:36,2,Shows logo and link to website,Five tips doesn't indicate a clear climax,,
3UL5XDRDNCHK11BUHCOOSORU1KD589,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:24 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:45:05 PDT 2018,,,36ZN444YTSW1K1QILF1G33HKOI7OIF,AFUTQ72LGZ5IR,Approved,Sun Apr 15 19:03:41 PDT 2018,Sun Apr 15 19:17:34 PDT 2018,Tue Apr 17 19:17:34 PDT 2018,2018-04-18 02:17:48 UTC,,,833,100% (1/1),100% (1/1),100% (1/1),https://www.youtube.com/watch?v=Du1dnKppn-s,https://www.youtube.com/watch?v=SlR_fwcU3MU,https://www.youtube.com/watch?v=glzTAb58u2M,https://www.youtube.com/watch?v=QHOaJSXr9HI,https://www.youtube.com/watch?v=j_YJysHv3OM,n/a,2,This video was to raise awareness about cervical cancer.,N/A,3,A man turns into a woman in a mountain dew commercial.,0:05,1,n/a,n/a,3,A man is outside smoking and there is information about stop smoking help.,0:15,2,Information about wayfair.com.,N/A,,
3UL5XDRDNCHK11BUHCOOSORU1KD589,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:24 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:45:05 PDT 2018,,,3U8YCDAGXQETYIMIW24EM4COHPBQ0X,A2JY56TZCEPK3J,Approved,Sun Apr 15 20:09:03 PDT 2018,Sun Apr 15 20:24:38 PDT 2018,Tue Apr 17 20:24:38 PDT 2018,2018-04-18 03:24:48 UTC,,,935,100% (56/56),100% (54/54),100% (54/54),https://www.youtube.com/watch?v=Du1dnKppn-s,https://www.youtube.com/watch?v=SlR_fwcU3MU,https://www.youtube.com/watch?v=glzTAb58u2M,https://www.youtube.com/watch?v=QHOaJSXr9HI,https://www.youtube.com/watch?v=j_YJysHv3OM,none,3,The woman is sitting at the table.,0:24,3,The guy is turned into a woman,0:04,1,none,0:00,3,The man goes outside to smoke a cigarette.,0:15,3,The woman remains seated.,0:07,,
3JHB4BPSFK798SD26WI5QVHWHMI9QF,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:19 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:43:48 PDT 2018,,,3Y9N9SS8LZ9VQ1HAA3GDO33W2NE3DB,A17G3ELH11DM2M,Approved,Mon Apr 16 06:08:27 PDT 2018,Mon Apr 16 06:12:52 PDT 2018,Wed Apr 18 06:12:52 PDT 2018,2018-04-18 13:13:48 UTC,,,265,100% (17/17),100% (17/17),100% (17/17),https://www.youtube.com/watch?v=DXvW6i1U_uc,https://www.youtube.com/watch?v=1WlRcXIO5ik,https://www.youtube.com/watch?v=onPZIVemXKQ,https://www.youtube.com/watch?v=Bdegk_3T2K0,https://www.youtube.com/watch?v=Pc5gHm8Po20,N/A,1,N/A,N/A,3,a man slides into his house,0:39,1,N/A,N/A,2,megaman legacy collection logo appears,N/A,3,a man kicks soccer ball under instruction of David Beckham,1:20,,
3J9L0X0VDFKESP9OI5HBIKZI5NZ9WJ,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:21 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:44:29 PDT 2018,,,3JJVG1YBECV5PJ6UAQD08ADGD31B5K,A2JIRD49ODKGLH,Approved,Tue Apr 17 08:55:03 PDT 2018,Tue Apr 17 09:05:08 PDT 2018,Thu Apr 19 09:05:08 PDT 2018,2018-04-19 16:05:48 UTC,,,605,100% (6/6),100% (6/6),100% (6/6),https://www.youtube.com/watch?v=DZRmcKX85so,https://www.youtube.com/watch?v=QxafIhYFOr0,https://www.youtube.com/watch?v=DJLDF6qZUX0,https://www.youtube.com/watch?v=uVsTeLs4Tdo,https://www.youtube.com/watch?v=lqmrQ6xPpHg,IT WAS INTERESTING,3,"WORKERS OF THE AIRLINE ARE WORKING WITH NO CLOTHES, JUST THE BODY PAINTED",0:41,3,START WARS CHARACTER TRIES TO USE HIS WEAPONS BUT RAN OUT OF BATTERY AND THEN THE DURACELL BUNNY COMES TO SCENE,0:20,3,"A GUY AND A GIRL ARE WALKING AND THE GUY PUT HIS CHOCOLATE ON HER PEANUT BUTTER BY MISTAKE, THEY EAT IT AND LOVE IT.",0:10,2,THERE IS A GUY MAKING A VIDEO ABOUT POP TARTS,0:00,3,IS A VIDEO OF A SLICER FOR PINEAPPLE AND WATERMELONS,0:10,,
3J9L0X0VDFKESP9OI5HBIKZI5NZ9WJ,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:21 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:44:29 PDT 2018,,,3TS1AR6UQRCAP4WT3LETPKIXI0V7F5,AVJQCYPOW6LOA,Approved,Sun Apr 15 15:19:41 PDT 2018,Sun Apr 15 15:30:56 PDT 2018,Tue Apr 17 15:30:56 PDT 2018,2018-04-17 22:31:48 UTC,,,675,100% (1517/1518),100% (6/6),100% (6/6),https://www.youtube.com/watch?v=DZRmcKX85so,https://www.youtube.com/watch?v=QxafIhYFOr0,https://www.youtube.com/watch?v=DJLDF6qZUX0,https://www.youtube.com/watch?v=uVsTeLs4Tdo,https://www.youtube.com/watch?v=lqmrQ6xPpHg,The commercials from the 80's were a lot cooler.,3,Woman says i do love a man in uniform.,0:39,3,The Energizer bunny Keeps going and going.,0:09,3,The Reese's peanut butter cups are two great tastes together.,0:13,3,Man talks and says he is thankful for subscribing to his video.,0:09,3,Perfect slicer comes with perfect slicing mat if you call now.,0:13,,
367O8HRHKG6KO2M3H5BJ4NLHDIP4S3,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:19 PDT 2018,6,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 19 12:38:57 PDT 2018,,,3PJUZCGDJ7E5O8AZA467TOSHQMY89T,A1Z7VU5KYZY98I,Approved,Sun Apr 15 11:40:08 PDT 2018,Sun Apr 15 11:47:42 PDT 2018,Tue Apr 17 11:47:42 PDT 2018,2018-04-17 18:47:48 UTC,,,454,100% (1/1),100% (1/1),100% (1/1),https://www.youtube.com/watch?v=e01a4-ClcTs,https://www.youtube.com/watch?v=VX5au0LOJp8,https://www.youtube.com/watch?v=MsmxhpjYa5o,https://www.youtube.com/watch?v=5ecTR_nQzkg,https://www.youtube.com/watch?v=Gz-sC-vSIXk,none,1,The cvideo was not available.,0:00,2,The old spice man is on a horse,0:00,3,They state that they make applications stronger.,1:23,2,the two creators/men are standing in front of their shop in Brooklyn.,0:00,3,The cat's head gets cut off of his body.,0:23,,
367O8HRHKG6KO2M3H5BJ4NLHDIP4S3,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:19 PDT 2018,6,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 19 12:38:57 PDT 2018,,,3X87C8JFV79TZR6U54NYWAI7DRSSQ5,AXE0P7KYOCPR7,Approved,Wed Apr 18 15:46:34 PDT 2018,Wed Apr 18 15:53:35 PDT 2018,Fri Apr 20 15:53:35 PDT 2018,2018-04-20 22:53:48 UTC,,,421,100% (45/45),100% (31/31),100% (31/31),https://www.youtube.com/watch?v=e01a4-ClcTs,https://www.youtube.com/watch?v=VX5au0LOJp8,https://www.youtube.com/watch?v=MsmxhpjYa5o,https://www.youtube.com/watch?v=5ecTR_nQzkg,https://www.youtube.com/watch?v=Gz-sC-vSIXk,No,1,N/A,N/A,3,The man sits on a horse on a beach while diamonds spill out of his hand,0:10,3,A woman in a suit smiles confidently at the viewer,1:01,3,The men are shown speaking at a panel,0:34,3,The sunroof decapitates the cat and the cat falls to the ground,0:21,,
3CIS7GGG65HIVHB0VGIWSAFWB44EUZ,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:21 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Wed Apr 18 08:37:21 PDT 2018,,,3GD6L00D3TV2KS980S1XJ0BTDNH1M0,A1CF6U3GF7DZEJ,Approved,Tue Apr 17 11:16:42 PDT 2018,Tue Apr 17 11:28:24 PDT 2018,Thu Apr 19 11:28:24 PDT 2018,2018-04-19 18:28:48 UTC,,,702,99% (2166/2178),100% (30/30),100% (30/30),https://www.youtube.com/watch?v=E3Onos4Eq3Y,https://www.youtube.com/watch?v=c2ZSZrGc-O8,https://www.youtube.com/watch?v=oo5zwV6_yVs,https://www.youtube.com/watch?v=dytCWrf92zc,https://www.youtube.com/watch?v=lvBCvA1LE8o,no,3,"John Kasich appears alone with ""Not Rubio"" superimposed.",0:20,1,N/A,N/A,3,The bank robbers escape on a boat.,1:19,3,The car is stopped by the police.,0:25,3,The mother and son do some cool dance moves.,0:01,,
